File_1,File_2,seq_similarity,length_ratio,cosine_similarity,jaccard_similarity,depth_difference,Label
submission89.py,submission91.py,0.11076604554865424,0.6317567567567568,0.4332805913957332,0.5454545454545454,2,0
submission90.py,submission91.py,0.16156139875304962,0.5578547297297297,0.40524202238680973,0.53125,6,0
submission92.py,submission93.py,0.8573493975903614,0.991362763915547,0.4780597173253416,0.95,0,1
submission92.py,submission94.py,0.18808895589898228,0.6376543209876543,0.28282644574494314,0.7083333333333334,1,0
submission93.py,submission94.py,0.2129977460555973,0.6432098765432098,0.2850163732538561,0.7391304347826086,1,0
submission92.py,submission95.py,0.17805878332194122,0.5456946645536186,0.2638832156015309,0.7083333333333334,4,0
submission93.py,submission95.py,0.18705281090289608,0.5504490227152667,0.26592255063471576,0.7391304347826086,4,0
submission94.py,submission95.py,0.7765442641616852,0.8557844690966719,0.8874456094048969,1.0,3,1
submission92.py,submission96.py,0.10723135841405722,0.8706278971765697,0.22410208943108384,0.6818181818181818,0,0
submission93.py,submission96.py,0.16513349786852144,0.878213232195533,0.22652156157490913,0.7142857142857143,0,0
submission94.py,submission96.py,0.15179048637092463,0.7324074074074074,0.3068276052291958,0.7272727272727273,1,0
submission95.py,submission96.py,0.1565189154083455,0.626782884310618,0.29785187644271593,0.7272727272727273,4,0
submission97.py,submission98.py,0.013333333333333334,0.007677543186180422,0.016236699402227234,0.05,11,1
submission97.py,submission99.py,0.016036655211912942,0.009248554913294798,0.01643152058806942,0.05555555555555555,10,0
submission98.py,submission99.py,0.20031463030938648,0.8301343570057581,0.343818091914143,0.5833333333333334,1,0
submission97.py,submission100.py,0.005107624954396206,0.0029271862422246614,0.004172210204580721,0.047619047619047616,11,1
submission98.py,submission100.py,0.2670198675496689,0.3812660080497622,0.49808326802538083,0.7083333333333334,0,0
submission99.py,submission100.py,0.3435241801000556,0.31650201244054155,0.15291441525371516,0.6956521739130435,1,0
submission97.py,submission101.py,0.010385756676557863,0.005970149253731343,0.014097388680220656,0.05263157894736842,12,0
submission98.py,submission101.py,0.40134340890008396,0.7776119402985074,0.5167893232041436,0.625,1,0
submission99.py,submission101.py,0.4344671201814059,0.6455223880597015,0.41493290920813586,0.6086956521739131,2,0
submission100.py,submission101.py,0.1939602258777314,0.4903036955726308,0.2818163546948071,0.6666666666666666,1,0
submission102.py,submission103.py,0.9443406798655211,0.9977611940298508,0.8453990939496905,1.0,0,1
submission102.py,submission104.py,0.7352445193929174,0.8246153846153846,0.7240824718321603,0.8260869565217391,0,0
submission103.py,submission104.py,0.7846049966239028,0.8227692307692308,0.8616577850264162,0.8260869565217391,0,1
submission102.py,submission105.py,0.7168169101647498,0.7139051678209909,0.7964836658685075,0.95,2,1
submission103.py,submission105.py,0.5793403858120721,0.7123068726691529,0.7097616962739152,0.95,2,0
submission104.py,submission105.py,0.5968018275271274,0.8657432072456047,0.7413345987641597,0.7916666666666666,2,0
submission102.py,submission106.py,0.6996466431095406,0.7557811618725324,0.7242862462052745,0.95,1,0
submission103.py,submission106.py,0.5954983922829582,0.7540891144952059,0.6515360727315496,0.95,1,0
submission104.py,submission106.py,0.6009417304296645,0.9165256627185561,0.6502059844161026,0.7916666666666666,1,0
submission105.py,submission106.py,0.5002739726027398,0.9445924347362813,0.7162411181478477,0.9047619047619048,1,0
submission107.py,submission108.py,0.9956521739130435,0.9913419913419913,0.9299473839560272,1.0,0,1
submission107.py,submission109.py,0.9693121693121693,0.9404517453798767,0.7769958772689163,1.0,0,1
submission108.py,submission109.py,0.8113804004214963,0.9486652977412731,0.7209215637912963,1.0,0,0
submission107.py,submission110.py,0.8481481481481481,0.7363344051446945,0.8137041308282013,1.0,0,0
submission108.py,submission110.py,0.8468634686346863,0.7427652733118971,0.7754680174559052,1.0,0,1
submission109.py,submission110.py,0.672678088367899,0.7829581993569131,0.6413136401409083,1.0,0,0
submission107.py,submission111.py,0.7952468007312614,0.720125786163522,0.7028076503654138,0.9375,0,0
submission108.py,submission111.py,0.7923497267759563,0.7264150943396226,0.6519153238230108,0.9375,0,0
submission109.py,submission111.py,0.7747105966162066,0.7657232704402516,0.5791442162634952,0.9375,0,0
submission110.py,submission111.py,0.6915739268680445,0.9779874213836478,0.5695370984978271,0.9375,0,0
submission112.py,submission113.py,0.9689346293119878,0.9703342095381149,0.8626054548647242,1.0,0,1
submission112.py,submission114.py,0.6209081309398099,0.8340865074241446,0.939882561122817,1.0,0,1
submission113.py,submission114.py,0.6051032806804374,0.8595868302130407,0.8186860234101401,1.0,0,0
submission112.py,submission115.py,0.9647686155018091,0.9688788901387326,0.8729700335929427,1.0,0,0
submission113.py,submission115.py,0.9583489681050656,0.9985001874765654,0.8582306541393558,1.0,0,1
submission114.py,submission115.py,0.578664353859497,0.8608779857972886,0.828522891117706,1.0,0,0
submission112.py,submission116.py,0.5270805812417437,0.7442396313364056,0.6495013722026428,0.8,3,0
submission113.py,submission116.py,0.5255093724531378,0.7669930875576036,0.6407935905554054,0.8,3,0
submission114.py,submission116.py,0.4444444444444444,0.8922811059907834,0.6410236138442433,0.8,3,0
submission115.py,submission116.py,0.5026877341586578,0.7681451612903226,0.645009858838947,0.8,3,0
submission117.py,submission118.py,0.9143098353735754,0.9135702746365105,0.8736068618635671,0.9230769230769231,1,1
submission117.py,submission119.py,0.9408127208480566,0.9982347749338041,0.8505595109158347,1.0,0,1
submission118.py,submission119.py,0.8215942640236187,0.9151857835218093,0.7656453192716955,0.9230769230769231,1,0
submission117.py,submission120.py,0.8767590618336887,0.9316309719934102,0.7595334454421429,0.9230769230769231,1,0
submission118.py,submission120.py,0.9632952691680261,0.9806138933764136,0.8585703740634661,1.0,0,1
submission119.py,submission120.py,0.8564124414145718,0.9332784184514004,0.7553561523603973,0.9230769230769231,1,0
submission117.py,submission121.py,0.9440937781785392,0.9610963748894783,0.8690469021134197,1.0,0,0
submission118.py,submission121.py,0.8146236559139785,0.8780290791599353,0.7819779375925443,0.9230769230769231,1,0
submission119.py,submission121.py,0.936036036036036,0.9593998234774934,0.8642673053310826,1.0,0,0
submission120.py,submission121.py,0.8431116905693177,0.8953871499176277,0.7714692838878559,0.9230769230769231,1,0
submission122.py,submission123.py,0.7855355924493973,0.765863453815261,0.8825192143714232,0.8181818181818182,0,1
submission122.py,submission124.py,0.7731537166225644,0.8475555555555555,0.6870733753788391,1.0,0,1
submission123.py,submission124.py,0.660759493670886,0.9036144578313253,0.6415437664635817,0.8181818181818182,0,0
submission122.py,submission125.py,0.7003688435669343,0.7057735011102887,0.8195107103349331,1.0,0,0
submission123.py,submission125.py,0.7045454545454546,0.921539600296077,0.7625833744203988,0.8181818181818182,0,1
submission124.py,submission125.py,0.39337641357027464,0.8327165062916358,0.6207010391447336,1.0,0,0
submission122.py,submission126.py,0.7300916138125441,0.8114893617021277,0.8751656139589308,1.0,0,0
submission123.py,submission126.py,0.7276859504132231,0.9437751004016064,0.8462015901212109,0.8181818181818182,0,0
submission124.py,submission126.py,0.47130434782608693,0.9574468085106383,0.6692453732327578,1.0,0,0
submission125.py,submission126.py,0.7058590657165479,0.8697261287934863,0.7441576043296334,1.0,0,0
submission127.py,submission128.py,0.7572404049917589,0.8141819735155916,0.8361189252735627,1.0,0,1
submission127.py,submission129.py,0.7574994275246164,0.7744819179195449,0.7862300176821726,0.8181818181818182,0,0
submission128.py,submission129.py,0.7459391920033319,0.951239333604226,0.8076562842708448,0.8181818181818182,0,1
submission127.py,submission130.py,0.6625739969304977,0.7178907721280603,0.7119494381465034,1.0,0,0
submission128.py,submission130.py,0.7397918334667735,0.8817325800376647,0.7170754110764263,1.0,0,0
submission129.py,submission130.py,0.6485535574667709,0.9269303201506591,0.6956434281583272,0.8181818181818182,0,1
submission127.py,submission131.py,0.6920821114369502,0.8719121683440073,0.6491905354241468,1.0,0,0
submission128.py,submission131.py,0.5889109785730064,0.933788979068774,0.6358541524024137,1.0,0,0
submission129.py,submission131.py,0.5995265762857758,0.888256806176351,0.6029345177350987,0.8181818181818182,0,0
submission130.py,submission131.py,0.5234455690972939,0.8233521657250471,0.5870767345697174,1.0,0,0
submission132.py,submission133.py,1.0,1.0,1.0000000000000007,1.0,0,1
submission132.py,submission134.py,0.4576107899807322,0.6502384737678856,0.3142084453800511,0.7777777777777778,1,0
submission133.py,submission134.py,0.4576107899807322,0.6502384737678856,0.3142084453800511,0.7777777777777778,1,1
submission132.py,submission135.py,0.8846761453396524,0.9874411302982732,0.781687218586928,1.0,0,1
submission133.py,submission135.py,0.8846761453396524,0.9874411302982732,0.781687218586928,1.0,0,0
submission134.py,submission135.py,0.26481835564053535,0.6420722135007849,0.2975525600644131,0.7777777777777778,1,0
submission132.py,submission136.py,0.770242214532872,0.7708333333333334,0.7947020741420742,1.0,0,0
submission133.py,submission136.py,0.770242214532872,0.7708333333333334,0.7947020741420742,1.0,0,0
submission134.py,submission136.py,0.22448979591836735,0.5012254901960784,0.3635558597129816,0.7777777777777778,1,0
submission135.py,submission136.py,0.8169304886441845,0.7806372549019608,0.7568254272314817,1.0,0,0
submission137.py,submission138.py,0.4794714487966022,0.5837070254110612,0.8357549692403696,1.0,0,1
submission137.py,submission139.py,0.6078048780487805,0.6154452324665091,0.652887902782405,0.9444444444444444,0,0
submission138.py,submission139.py,0.3720751822017645,0.9484304932735426,0.74082612158759,0.9444444444444444,0,1
submission137.py,submission140.py,0.9088714544357273,0.8915525114155252,0.8751165104894508,1.0,0,1
submission138.py,submission140.py,0.5158084914182475,0.6547085201793722,0.774640644798205,1.0,0,0
submission139.py,submission140.py,0.47086247086247085,0.6903073286052009,0.5668652845829345,0.9444444444444444,0,0
submission137.py,submission141.py,0.2977505112474438,0.46935096153846156,0.5579505199202894,0.8095238095238095,5,0
submission138.py,submission141.py,0.2871419053964024,0.8040865384615384,0.6111495686193612,0.8095238095238095,5,0
submission139.py,submission141.py,0.5046027957722469,0.7626201923076923,0.5602691666122761,0.7727272727272727,5,0
submission139.py,submission150.py,0.8902870625245772,0.9960753532182104,0.8238899335329302,1.0,0,1
submission140.py,submission141.py,0.3125984251968504,0.5264423076923077,0.49764141926050004,0.8095238095238095,5,0
submission142.py,submission143.py,0.7164634146341463,0.6628643852978454,0.7151037786103434,1.0,1,1
submission142.py,submission144.py,0.5915670232850849,0.4906191369606004,0.6313813128722878,1.0,1,0
submission143.py,submission144.py,0.7946091644204851,0.7401500938086304,0.8634587303905211,1.0,0,1
submission142.py,submission145.py,0.5915670232850849,0.4906191369606004,0.6313813128722878,1.0,1,0
submission143.py,submission145.py,0.7946091644204851,0.7401500938086304,0.8634587303905211,1.0,0,1
submission144.py,submission145.py,1.0,1.0,1.0000000000000009,1.0,0,0
submission142.py,submission146.py,0.5572139303482587,0.5916289592760181,0.5803267972260105,1.0,1,0
submission143.py,submission146.py,0.9061566049013747,0.8925339366515838,0.6597099201576682,1.0,0,0
submission144.py,submission146.py,0.6328205128205128,0.8292682926829268,0.5584297940140577,1.0,0,0
submission145.py,submission146.py,0.6328205128205128,0.8292682926829268,0.5584297940140577,1.0,0,0
submission147.py,submission148.py,0.9790546802594995,0.9856459330143541,0.9044149003792774,1.0,0,1
submission148.py,submission149.py,1.0,1.0,0.9999999999999974,1.0,0,1
submission131.py,submission151.py,0.8188010899182562,0.9855725879170424,0.4783449701782817,1.0,0,1
submission119.py,submission152.py,0.9875555555555555,0.9858781994704324,0.8134249328507359,1.0,0,1
submission130.py,submission153.py,0.6144329896907217,0.9906716417910447,0.5412427633915751,1.0,0,1
submission142.py,submission154.py,0.9792452830188679,0.9739292364990689,0.7753388918899874,1.0,0,1
submission145.py,submission155.py,0.9804651162790697,0.9833948339483395,0.7783689868048336,1.0,0,1
submission147.py,submission156.py,0.9888888888888889,0.9838354151359294,0.9300399380544281,1.0,0,1
submission122.py,submission157.py,0.7164869029275809,0.9597382989431303,0.48583853898128415,1.0,0,1
submission115.py,submission158.py,0.9058734939759037,0.9917510311211098,0.7467225257626936,1.0,0,1
submission105.py,submission159.py,0.9847144006436042,0.986680873734683,0.8184709599903052,1.0,0,1
submission87.py,submission160.py,0.9956214213539912,0.9993265993265993,0.9570056611220704,1.0,0,1
submission131.py,submission161.py,0.8596770525358198,0.9886928991406604,0.5552900206479087,1.0,0,1
submission162.py,submission163.py,0.5213646902947996,0.9953734302709848,0.3266973173814121,1.0,0,1
submission162.py,submission164.py,0.7410832232496698,0.9986798679867986,0.31795113698608946,1.0,0,1
submission162.py,submission164.py,0.7410832232496698,0.9986798679867986,0.31795113698608946,1.0,0,1
submission162.py,submission165.py,0.5954500494559841,0.9953947368421052,0.3168281245618914,1.0,0,1
submission163.py,submission164.py,0.6918238993710691,0.994059405940594,0.3442690922915364,1.0,0,1
submission163.py,submission165.py,0.7937871777924653,0.9907894736842106,0.34076766139491893,1.0,0,1
submission164.py,submission165.py,0.8454695222405272,0.9967105263157895,0.34008935712386446,1.0,0,1
submission166.py,submission167.py,0.8351415718444033,0.9785340314136126,0.5654624247769631,1.0,0,1
submission166.py,submission168.py,0.8318074810358357,0.9564994882292733,0.48612078982750384,1.0,0,1
submission166.py,submission169.py,0.8325956782087998,0.9477687626774848,0.4978391057304652,1.0,0,1
submission167.py,submission168.py,0.7355072463768116,0.977482088024565,0.42485838910756685,1.0,0,1
submission167.py,submission169.py,0.758887171561051,0.9685598377281948,0.4352270687958645,1.0,0,1
submission168.py,submission169.py,0.804890473764646,0.9908722109533469,0.4163279077953554,1.0,0,1
submission170.py,submission171.py,0.8808123997862106,0.9653361344537815,0.4491004795781601,1.0,0,1
submission170.py,submission172.py,0.9211289897124769,0.9411162314388121,0.4470499208134238,1.0,0,1
submission170.py,submission173.py,0.8268569918054454,0.944987146529563,0.4774850491428147,1.0,0,1
submission170.py,submission174.py,0.9078353253652058,0.9538142189932538,0.4805916214190213,1.0,0,1
submission171.py,submission172.py,0.515426497277677,0.974910394265233,0.4235510339093682,1.0,0,1
submission171.py,submission173.py,0.6562743569758379,0.9789203084832905,0.46609069340522563,1.0,0,1
submission171.py,submission174.py,0.714695901853302,0.9880643487285937,0.42707461131738333,1.0,0,1
submission172.py,submission173.py,0.6418676244227809,0.9959037378392217,0.42634276043976554,1.0,0,1
submission172.py,submission174.py,0.7123711340206186,0.9866871479774706,0.4135985246219197,1.0,0,1
submission173.py,submission174.py,0.7525826446280992,0.990745501285347,0.4316816530419163,1.0,0,1
